;;Cod.;Descrizione;Libero 4;Q.tà in giacenza;Fornitore;Ubicazione;Note
;No;9485;SuperThai Malva Grammi 200;P.ta 02;60;Filsaronno Srl;BC-10;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9483;SuperThai Mango Grammi 200;P.ta 02;60;Filsaronno Srl;BC-11;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9477;SuperThai Nero Grammi 200;P.ta 2;30;Filsaronno Srl;BC-12;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9481;SuperThai Panna Grammi 200;P.ta 02;90;Filsaronno Srl;BC-13;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9471;SuperThai Perla Grammi 200;P.ta 02;120;Filsaronno Srl;BC-14;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9469;SuperThai Rame Grammi 200;P.ta 03;60;Filsaronno Srl;BC-14;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9468;SuperThai Rosso Grammi 200;P.ta 02;90;Filsaronno Srl;BC-15;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9476;SuperThai Salvia Grammi 200;P.ta 2;61;Filsaronno Srl;BC-15;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9478;SuperThai Smeraldo Grammi 200;P.ta 2;111;Filsaronno Srl;BB-15;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9475;SuperThai Tiffany Grammi 200;P.ta 2;90;Filsaronno Srl;BB-15;Cordino Italiano Super Thai Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse. Formato rocca da 200 grammi per una lunghezza di 120 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 4 - 5.  Il cordino Super Thai è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;260130;Thai Aretha Avio;P.ta T1466301;30;Cofil S.R.L. - cordino;AC-19;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai Aretha è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;250622;Thai Aretha Beige;P.ta T1456501;243;Cofil S.R.L. - cordino;AC-18;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai Aretha è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;250621;Thai Aretha Bianco;P.ta T1429701/1;0;Cofil S.R.L. - cordino;;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai Aretha è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;260131;Thai Aretha Militare;P.ta T1464402;30;Cofil S.R.L. - cordino;AC-20;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai Aretha è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;260132;Thai Aretha Mogano;P.ta T1464401;30;Cofil S.R.L. - cordino;AC-21;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai Aretha è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;250620;Thai Aretha Nero;P.ta T1435201;358;Cofil S.R.L. - cordino;AC-22-23;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai Aretha è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;250619;Thai Aretha Rosso;P.ta T1428701;0;Cofil S.R.L. - cordino;;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai Aretha è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;250618;Thai ArethaLux Azzurro;P.ta T1040301;91;Cofil S.R.L. - cordino;AC-11;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con aspetto lurex effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai ArethaLux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;250617;Thai ArethaLux Bordeaux;P.ta T1456601;566;Cofil S.R.L. - cordino;AC-12-14;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con aspetto lurex effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai ArethaLux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;250811;Thai ArethaLux Nero;P.ta T1452201;405;Cofil S.R.L. - cordino;AC-15-16;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con aspetto lurex effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai ArethaLux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;250616;Thai ArethaLux Perla;P.ta T1436301;101;Cofil S.R.L. - cordino;AC-17;Cordino 100% Poliammide in rocca da gr 200 mt 90 ca con aspetto lurex effetto setato Tubolare larghezza cm 0,4 ca per la realizzazione di Borse ed accessori. Consigliati Uncinetto 4,5-5,5. Thai ArethaLux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7887;Thai Lurex Beige Oro Grammi 200;P.ta 2507;180;Filsaronno Srl;AE-7;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;11477;Thai Lurex Bordeaux Oro Grammi 200;P.ta 2510;150;Filsaronno Srl;AE-8;"Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland. 
[P.ta 2703]"
;No;14596;Thai Lurex Cipria Argento Grammi 200;P.ta 2004;180;Filsaronno Srl;AE-9;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;8036;Thai Lurex Cipria Oro Grammi 200;P.ta 2802;150;Filsaronno Srl;AE-10;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9244;Thai Lurex Coffee Oro Grammi 200;P.ta 2026;180;Filsaronno Srl;AE-27;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9646;Thai Lurex Fuxia Lux Grammi 200;P.ta 4651;24;Filsaronno Srl;AE-26;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;00020;Thai Lurex Giallo Oro Grammi 200;P.ta 2513;30;Filsaronno Srl;AE-11;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4. Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;c6kscyw2;Thai Lurex Grigio Argento Grammi 200;P.ta 1224;180;Filsaronno Srl;AE-12;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;12094;Thai Lurex Mattone Oro Grammi 200;P.ta 2508;30;Filsaronno Srl;AE-25;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7890;Thai Lurex Navy Oro Grammi 200;P.ta 2507;180;Filsaronno Srl;AE-13;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7884;Thai Lurex Nero Argento Grammi 200;P.ta 2509;60;Filsaronno Srl;AE-14;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7885;Thai Lurex Nero Oro Grammi 200;P.ta 2509;30;Filsaronno Srl;AE-15;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;12769;Thai Lurex Orchidea Lux Grammi 200;P.ta 2508;40;Filsaronno Srl;AE-16;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4. Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7883;Thai Lurex Panna Oro Grammi 200;P.ta 1925;120;Filsaronno Srl;AE-17;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;40210;Thai Lurex Perla Argento Grammi 200;P.ta 2512;25;Filsaronno Srl;AE-18;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4. Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7891;Thai Lurex Rosso Oro Grammi 200;P.ta 1008;150;Filsaronno Srl;AE-19;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;8106;Thai Lurex Salvia Oro Grammi 200;P.ta 2506;60;Filsaronno Srl;AE-20;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;11715;Thai Lurex Silver Gr 200;P.ta 1604;150;Filsaronno Srl;AE-21;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;11437;Thai Lurex Sky Lux Grammi 200;p.ta 2207;180;Filsaronno Srl;AE-22;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;8950;Thai Lurex SmeraldoLux Grammi 200;P.ta 1905;180;Filsaronno Srl;AE-23;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;14443;Thai Lurex Turchese Oro  Grammi 200;P.ta 2508;150;Filsaronno Srl;AE-24;Cordino Thai con inserti Lurex. Composizione Misti cotone miste Viscose Metal. Le diverse componenti potrebbero portare a differenze di spessore tra i diversi colori. Formato 200 grammi per una lunghezza di Mt.330 ca a rocca. Spessore diametro mm1,8 ca. Consigliati Uncinetto n.3-4.  Il Thai Lurex è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;esq3567i;Thai Skinny Argento Grammi 200;P.ta 63098;60;Filsaronno Srl;BF-1;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;iqyxwx70;Thai Skinny Avion Grammi 200;P.TA 001;90;Filsaronno Srl;BF-1;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9342;Thai Skinny Azzurro Grammi 200;P.ta 04;90;Filsaronno Srl;BF-2;"Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland. 
[P.ta 04]"
;No;akir5zr5;Thai Skinny Beige Grammi 200;P.ta 2;60;Filsaronno Srl;BF-2;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;t1un3p3s;Thai Skinny Bianco ottico Grammi 200;P.ta NEW;96;Filsaronno Srl;BF-3;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;840mi967;Thai Skinny Blu Grammi 200;P.ta 02;19;Filsaronno Srl;BF-3;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9383;Thai Skinny Caffè Grammi 200;P.ta 4;60;Filsaronno Srl;BF-4;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;x4iwcqh2;Thai Skinny Cipria Grammi 200;P.ta 2;60;Filsaronno Srl;BF-4;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;8250;Thai Skinny Giada Grammi 200;P.ta 03;90;Filsaronno Srl;BF-5;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;35396408;Thai Skinny Glicine Grammi 200;P.ta 3;90;Filsaronno Srl;BF-5;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;qmxh9z7r;Thai Skinny Grigio Grammi 200;P.ta 2;90;Filsaronno Srl;BF-6;"Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
[P.ta 002]"
;No;9343;Thai Skinny Malva Grammi 200;P.ta 5;0;Filsaronno Srl;BF-6;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9344;Thai Skinny Mango Grammi 200;P.ta 5;90;Filsaronno Srl;BF-8;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;j1n0z3o7;Thai Skinny Nero Grammi 200;P.ta 03;121;Filsaronno Srl;BF-7;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7992;Thai Skinny Panna Grammi 200;P.ta 02;60;Filsaronno Srl;BF-8;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;mo2tiwj7;Thai Skinny Rame Grammi 200;P.ta 05;30;Filsaronno Srl;BF-9;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;llj7d6k3;Thai Skinny Rosso Grammi 200;P.ta 02;84;Filsaronno Srl;BF-9;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;8109;Thai Skinny Salvia Grammi 200;P.ta 04;30;Filsaronno Srl;BF-10;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;9384;Thai Skinny Smeraldo Grammi 200;P.ta 4;60;Filsaronno Srl;BF-10;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;uzs9at2f;Thai Skinny Tiffany Grammi 200;P,ta 03;90;Filsaronno Srl;BF-11;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7991;Thai Skinny Wine Grammi 200;P.ta 2;73;Filsaronno Srl;BF-11;Cordino Thai Skinny Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse e accessori che richiedono un filato con una resa maggiore e più sottile per l'esecuzione di punti raffinati. Formato rocca da 200 grammi per una lunghezza di  530 metri ca con un diametro di mm 1,5 ca. Consigliato uncinetto 2-3.  Il cordino Skinny è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
